tag	type	text
3462	T	<par>This root is quite widespread, and covers a broad semantic range, from BREAST to SUCK to DRINK (any liquid). By a relatively recent extension of meaning, this root is also used for SMOKE (tobacco), and thence for TOBACCO itself (as in Lahu).<footnote>The extension of &apos;drink/suck&apos; to &apos;smoke (tobacco)&apos; is common in the world&apos;s languages. Cf. e.g. Japanese <emph>nomu</emph> &apos;drink&apos;, <emph>tabako wo nomu</emph> &apos;smoke a cigarette&apos;.</footnote></par>
3462	T	<par>There is a promising Chinese comparandum <hanform>欶</hanform>, Mand. <latinform>shuò</latinform> proposed by Coblin (1986:144). In Matisoff 1970 (#57) I suggested that WB <latinform>sok</latinform> (also transcribable as <latinform>sauk</latinform>) &apos;drink, smoke&apos; and Lahu <latinform>šú</latinform> &apos;tobacco&apos; were cognate. I still believe that to be correct, even though in Matisoff 1988:1192 (<emph>The Dictionary of Lahu</emph>) I entertained an alternative comparison with WB <latinform>hrup</latinform> &apos;snuff up; sniff; sip; sup&apos;. It now looks as if WB <latinform>hrup</latinform> might be related rather to Chinese <hanform>呷</hanform> (OC <reconstruction>*hrap</reconstruction>, Mand. <latinform>xiā</latinform>) &apos;to drink in with a sucking movement&apos;, cited in Coblin 1986:43. This seems preferable semantically and phonologically to Coblin&apos;s comparison of the Chinese form to WB <latinform>hap</latinform> &apos;bite at&apos; &lt; PTB <reconstruction>*hap</reconstruction> [STC #89].</par>
3462	F	<par><hanform>欶</hanform> OC <reconstruction>*sŭk</reconstruction>, GSR #1222o &apos;suck&apos;; Li 1971: <latinform>*sruk</latinform>; Baxter 1992: <latinform>*srok</latinform>; Mand. <latinform>shuò</latinform>.</par><par>Gong 1995 #279 reconstructed <reconstruction>*rsuk</reconstruction>.  In Li’s system another possibility is <reconstruction>*sthruk</reconstruction>, by analogy with <hanform>束</hanform> ‘bundle’, Mand. <latinform>shù</latinform> which is reconstructed <reconstruction>*sthjuk</reconstruction> to account for the presence in this series of <hanform>誎</hanform> / <hanform>促</hanform> ‘urge on&apos;, Mand. <latinform>cù</latinform>  &lt; <reconstruction>*tshjuk</reconstruction>. Schuessler 1987:567 reconstructed <hanform>束</hanform> <latinform>shù</latinform> ‘bundle’ as <reconstruction>*?-juk</reconstruction> to indicate that the initial is uncertain, and in 2007:473 suggests a pre-Old Chinese form <reconstruction>*C-sok</reconstruction>.</par><par>This comparison is made in Coblin 1986:144.  </par><par>The vowel correspondence is problematic.  OC <reconstruction>*-uk</reconstruction> (Li)/<reconstruction>*-ok</reconstruction> (Baxter) normally corresponds to PTB <reconstruction>*-uk</reconstruction>, as in <hanform>曲</hanform> &apos;bend/crooked&apos;, PTB <latinform>*guk~*kuk</latinform>, OC  <reconstruction>*khjuk</reconstruction> (Li)/<reconstruction>*kh(r)jok</reconstruction> (Baxter), Mand <latinform>qū, qǔ</latinform>.<br />[ZJH]</par>
3462	F	<par><hanform>呷</hanform> OC <reconstruction>*χap</reconstruction> (not in GSR #629), &apos;to drink with a sucking movement&apos;; Li 1971: <reconstruction>*hrap</reconstruction>; Baxter 1992: <reconstruction>*xrap</reconstruction>; Mand. <latinform>xiā</latinform>.</par><par>The Middle Chinese vocalism dictates an Old Chinese reconstruction with medial <reconstruction>*-r-</reconstruction>, but Schuessler 2007:526 has <reconstruction>*hap</reconstruction>, arguing that the MC vocalism may be due to &quot;sound symbolism or archaistic colloquialism&quot;.  This enables him to make a comparison with PTB <latinform>*hap</latinform> [STC #89] as well as with Austroasiatic forms of similar shape.</par><par>Matisoff&apos;s proposal that <hanform>呷</hanform> <latinform>xiā</latinform> is instead cognate to WB <latinform>hrup</latinform> &apos;snuff up; sniff; sip; sup&apos; provides a better match for Chinese <reconstruction>*-r-</reconstruction>, but the vocalism is problematic. We would expect a Burmese cognate in <latinform>-ap</latinform> &lt; PTB <reconstruction>*-ap</reconstruction>.  Of course, given the likelihood of sound symbolism in words with these semantics, irregular correspondences are to be expected.  It is therefore not an easy matter to decide if Chinese <hanform>呷</hanform> <latinform>xiā</latinform> is better compared to PTB <reconstruction>*hap</reconstruction> or WB <latinform>hrup</latinform>, or if the similarity of phonological shape is not due to cognacy at all.<br />[ZJH]</par>
2607	T	<par>The velar suffix is reconstructed on the basis of the Jingpho final glottal stop, as well as the WB creaky tone. The dental suffix is reconstructed courtesy of the WT and Padam-Mishing [Abor-Miri] forms.</par>
116	T	<par>Three different prefixes are attested with this root: Written Tibetan has <latinform>s-</latinform>, but some modern dialects have <latinform>r-</latinform>. The voiced initial in the Lahu form reflexes a nasal prefix at the PLB level.</par><par>The Written Tibetan doublet <latinform>skam-po</latinform> &apos;dry&apos; and <latinform>skom-pa</latinform> &apos;thirst&apos; strongly supports the reconstruction of <reconstruction>*-wa-</reconstruction>.</par>
116	T	"<par>This root bears some resemblance to <xref ref=""2347"">#2347</xref>, the common core of meaning perhaps residing in the dry sound made by fallen leaves.</par>"
116	F	<par><hanform>顑</hanform> OC <latinform>*χəm</latinform>~<latinform>*k’əm</latinform>, GSR #671m &apos;emaciated, gaunt&apos;; Coblin 86:148-9 ST <latinform>*khəm</latinform> &gt; OC <latinform>*khəmx</latinform>; Schuessler 2007:332 <latinform>*hə̂ms</latinform>~<latinform>*khə̂mʔ</latinform>; Mand. <latinform>kǎn</latinform>.<br /><hanform>歁</hanform> OC (<latinform>*k’əm</latinform>), (not in GSR #658) &apos;famished&apos;; Schuessler 2007:332 <latinform>*khə̂mʔ</latinform>; Mand. <latinform> kǎn</latinform>.</par>
162	I	<par>TJLB #257, #132;  Also *g<latinform>ʼi̯ăn </latinform>(impt), <latinform>gʼi̯at</latinform> stubborn <latinform>gʼi̯wət.</latinform>?</par>
162	F	<par><hanform>拳</hanform> OC <latinform>*gʼi̯wɑn</latinform>, GSR #226g &apos;force, forceful; fist; strength&apos;; B &amp; S 2011: <latinform>*N-kron {N-kro[n]}</latinform>; Mand. <latinform>quán</latinform>.</par>
162	T	"<par>This etymon bears a strong resemblance to <xref ref=""1840"">#1840</xref>, and should probably be recognized as an allofamic version of it.</par>"
6152	T	<par>This root is well-attested in Himalayish, but has so far not been identified elsewhere.</par>
6152	F	<par><hanform>甛</hanform>/<hanform>甜</hanform> OC (<latinform>*d’i̯ɑm</latinform>), (not in GSR #606) ‘sweet&apos;; Coblin 86:145 ST <latinform>*ƚiim</latinform> &gt; OC <latinform>*diəm</latinform>; Schuessler 2007:496 <latinform>*lêm ~ lîm</latinform>; Mand. <latinform>tián</latinform>.</par>
80	T	<par>Lahu <latinform>co</latinform> &apos;one&apos;s life; period of time&apos; looks superficially like the present root, but is actually a borrowing from Tai (cf. Shan <latinform>soo</latinform>, Siamese <latinform>chûa</latinform>, White Tai <latinform>čoo</latinform>. See DL:478.</par>
7353	T	<par>This Karenic etymon seems to be a loan from Mon-Khmer. Cf. PMK <latinform>*ʔseh</latinform> &gt; Old Mon <latinform>kṣeḥ</latinform>, Mod Mon <latinform>cheḥ</latinform>, Old Khmer <latinform>seḥ</latinform>, Mod Khmer <latinform>seh</latinform>. See Shorto 2006:#2089.</par>
3591	T	"<par>It is possible that some of the open syllable forms listed here belong rather under <xref ref=""3596"">#3596</xref>.</par>"
3487	T	<par>The basic meaning of this etymon seems to be &apos;break out&apos;. It is reconstructed in STC #254 as <reconstruction>*be ~ *pe</reconstruction> &apos;broken; break&apos;, though the present reconstruction with <reconstruction>*-ay</reconstruction> seems preferable.</par><par>The Mizo form with final glottal stop suggests a secondary allofam with the <latinform>-s</latinform> suffix.</par>
176	T	<par>Further confirmation of this root would be welcome.</par>
1390	F	<par><hanform>辛</hanform> OC <latinform>*si̯ĕn</latinform>, GSR #382a-f &apos;pungent, bitter; painful&apos;; Coblin 86:44 ST <latinform>*msyin</latinform> &gt; OC <latinform>*sjin</latinform>; Schuessler 2007:538 <latinform>*sin</latinform>; B &amp; S 2011: <latinform>*sin {[s]i[n]}</latinform>; Mand. <latinform>xīn</latinform>.</par>
7423	I	<par>noun or verb?</par>
772	F	<par><hanform>掌</hanform> OC <reconstruction>*t̑i̯ɑng</reconstruction> GSR #725j &apos;palm, sole&apos;; Li 1971: <latinform>(*tjangx)</latinform>; Baxter 1992 #231: <reconstruction>*tjangʔ</reconstruction> (#231); B &amp; S 2011: <reconstruction>*[k.t]aŋʔ</reconstruction><footnote>I do not understand why Baxter &amp; Sagart (2011) reconstruct a cluster <reconstruction>*k.t-</reconstruction> instead of plain <reconstruction>*t-</reconstruction> here. Their notation with a period (as opposed to a hyphen as in <reconstruction>*k-t-</reconstruction>) indicates that they have no evidence for a morphological prefix <reconstruction>*k-</reconstruction>, but I don’t see any motivation for reconstructing a purely phonological pre-initial element <reconstruction>*k</reconstruction>.</footnote>; Mand. <latinform>zhǎng</latinform>.<br />[ZJH]</par>
693	T	<par>The Jingpho forms with final <latinform>-k</latinform> are loans from Burmese, since PTB <reconstruction>*-k</reconstruction> regularly becomes Jingpho <latinform>-ʔ</latinform>. Jingpho <latinform>byáʔ</latinform> is apparently the regular cognate to the Burmese forms.</par>
3318	F	<par><hanform>犛</hanform> OC <latinform>*li̯əg</latinform>, GSR #979j &apos;ox&apos;; Schuessler 2007:348; Mand. <latinform>lí, máo</latinform>.<br />needs revision ≠ glang ox</par>
1276	F	<par><hanform>籠</hanform> OC <latinform>*lung</latinform>, GSR #1193l &apos;cage, coop&apos;; Schuessler 2007:363 <latinform>*rôŋ</latinform>; B &amp; S 2011: <latinform>*k.rˁoŋ</latinform>; Mand. <latinform>lóng</latinform>.<br /><hanform>籠</hanform> OC <latinform>*lung</latinform>, GSR #1193l &apos;basket; cage&apos;; Schuessler 2007:363 <latinform>*rôŋʔ</latinform>; B &amp; S 2011: <latinform>*k.rˁoŋʔ</latinform>; Mand. <latinform>lǒng</latinform>.</par>
1854	T	"<par>This root is distinct from <xref ref=""1852"">#1852</xref>. Written Tibetan preserves both etyma: <latinform>lba-ba</latinform> from the present root and <latinform>ḥbur</latinform> from <xref ref=""1852"">#1852</xref>.</par>"
186	I	<par>perhaps<latinform>⪤ *sak</latinform> ROUGH/SCALY.</par>
186	T	<par>The Jingpho binome means literally &quot;hard-liver&quot; (cf. <latinform>məsìn</latinform> &apos;liver&apos;, which is opposed to <latinform>sìn-wóp</latinform> &apos;lungs&apos;, lit. &quot;soft/spongy liver&quot;). This metaphorical antonymy is discussed at length in <plainlatinform>VSTB:198-9</plainlatinform>.</par>
539	T	"<par>This root is much less widespread than the resemblant <xref ref=""540"">#540</xref> and seems distinct from it.</par>"
2489	T	<par>As is frequently the case with pronouns, there is quite a bit of variation with this etymon. In particular, the Loloish languages have multiple reflexes for YOU (sg.), YOU (du.) and YOU (pl.). A number of languages have an open-syllable allofam, but most reflexes have the final velar nasal.</par><par>See e.g. <latinform>nɔ̀-hɨ</latinform>, <latinform>nì-hɨ</latinform>, <latinform>nɨ̀-hɨ</latinform> &apos;you (pl.)&apos; (<plainlatinform>DL</plainlatinform> 792). For an analysis of pronominal paradigms in Loloish, see Matisoff 1993 (&quot;Sangkong&quot;).</par>
2489	F	<par><hanform>汝</hanform> OC <latinform>*ńi̯o</latinform>, GSR #94j-k &apos;you (sg.)&apos;; B &amp; S 2011: <latinform>*naʔ</latinform>; Mand. <latinform>rǔ</latinform>.<br /><hanform>若</hanform> OC <latinform>*ńi̯ɑk</latinform>, GSR #777a &apos;you (sg.)&apos;; B &amp; S 2011: <latinform>*nak</latinform>; Mand. <latinform>ruò</latinform>.<br /><hanform>爾</hanform> OC <latinform>*ńiɑ</latinform>, GSR #359a &apos;your&apos; ; B &amp; S 2011: <latinform>*neʔ {ne(j)ʔ}</latinform>; Mand. <latinform>ěr</latinform>.<br /><hanform>而</hanform> OC <latinform>*ńi̯əg</latinform>, GSR #982a-b &apos;your&apos;; Schuessler 2007:226 <latinform>*nə</latinform>; B &amp; S 2011: <latinform>*nə</latinform>; Mand. <latinform>ér</latinform>.<br /><hanform>乃</hanform> OC <latinform>*nəg</latinform>, GSR #945a &apos;your&apos; ; B &amp; S 2011: <latinform>*nˁəʔ {nˁə(ŋ)ʔ}</latinform>; Mand. <latinform>nǎi</latinform>.</par>
4159	T	"<par>There is a phonologically similar Tai root (cf. Tai-Nuea <latinform>pe⁴</latinform>, Siamese <latinform>phɛɛ</latinform>). This looks like a Southeast Asian areal word. See also <xref ref=""5781"">#5781</xref>.</par>"
5041	F	<par><hanform>迆</hanform> OC <latinform>*diɑ</latinform>, GSR #4r &apos;slant; deflect&apos;; Schuessler 2007:565 <latinform>*lai</latinform>; Mand. <latinform>yí</latinform>.<br /><hanform>迤</hanform> OC <latinform>*diɑ</latinform>, GSR #4i&apos; &apos;turn aside (as of a river&apos;s course)&apos;&apos;; Schuessler 2007:565 <latinform>*lai</latinform>; Mand. <latinform>yí</latinform>.<br /><hanform>阤</hanform> OC <latinform>*d’iɑ</latinform>, GSR #4z &apos;slope&apos;; Schuessler 2007:565 <latinform>*d-laiʔ</latinform>; Mand. <latinform>zhì</latinform>.</par>
2185	I	<par>HPTB p.332 (first table note a):<br />&quot;STC reconstructs <latinform>*bwat</latinform>, and JAM 2000a:#7 reconstructs <latinform>*bʷat</latinform>, but the Proto-Loloish high-stopped tone points to a voiceless prefix at the PLB level, undoubtedly <latinform>*s-</latinform> (<latinform>*s-watᴴ</latinform>), a reduction of the morpheme <reconstruction>*siŋ ⪤ *sik</reconstruction> &apos;tree&apos; that is the first element of the compound meaning &apos;flower&apos; in several languages (e.g. Nung, Lahu).&quot;</par>
288	F	<par><hanform>匈</hanform>/<hanform>胷</hanform>/<hanform>胸</hanform> OC <latinform>*χi̯ung</latinform>, GSR #1183d-f &apos;breast(bone); chest&apos;; Schuessler 2007:541 <latinform>*hoŋ</latinform>; B &amp; S 2011: (<latinform>*qʰoŋ {qʰ(r)oŋ}</latinform>); Mand. <latinform>xiōng</latinform>.<br /><hanform>膺</hanform> OC <latinform>*ʔi̯əng</latinform>, GSR #890e &apos;breast, chest; breastplate; resist, oppose&apos;; Coblin 86:85 ST <latinform>*ʔƚjəng</latinform> &gt; PC <latinform>*ʔljəng</latinform> &gt; OC <latinform>*ʔjəng</latinform>; Schuessler 2007:574-5 <latinform>*ʔəŋ</latinform>; B &amp; S 2011: <latinform>*qəŋ {[q](r)əŋ}</latinform>; Mand. <latinform>yīng</latinform>.<br /><hanform>應</hanform> OC <latinform>*ʔi̯əng</latinform>, GSR #890d &apos;to face, respond; correspond, agree&apos;; Schuessler 2007:575 <latinform>*ʔəŋh</latinform>; B &amp; S 2011: (<latinform>*qəŋ-s</latinform>); Mand. <latinform>yìng</latinform>.<br /><hanform>應</hanform> OC <latinform>*ʔi̯əng</latinform>, GSR #890d &apos;ought to, must; rightfully&apos;; Schuessler 2007:575 <latinform>*ʔəŋ</latinform>; B &amp; S 2011: (<latinform>*qəŋ</latinform>); Mand. <latinform>yīng</latinform>.</par>
359	T	<par>Several forms seem to reflect a variant with a final velar nasal: WB <latinform>lañ-tuing</latinform>, <latinform>jak-tuing</latinform> and Sulong <latinform>kə³³tuoŋ³³</latinform>.</par>
